,filename,emotion_id,video_id,sex,prosody,intensity_level
0,A91_rej_v_3.mp4,14,A91,f,naro,3
1,A438_mov_p_3.mp4,42,A438,m,naro,3
2,A227_det_p_3.mp4,2,A227,f,naro,3
3,A221_scha_v_2.mp4,15,A221,f,naro,2
4,A438_int_p_2.mp4,29,A438,m,naro,2
5,A227_conf_p_3.mp4,1,A227,f,naro,3
6,A221_gra_p_3.mp4,7,A221,f,naro,3
7,A220_scha_p_2.mp4,15,A220,m,naro,2
8,A438_neg_sur_p_3.mp4,11,A438,m,naro,3
9,A207_mov_v_3.mp4,42,A207,m,naro,3
10,A227_ang_v_2.mp4,12,A227,f,naro,2
11,A337_gra_v_2.mp4,7,A337,f,meli,2
12,A67_adm_p_3.mp4,5,A67,m,meli,3
13,A337_pri_v_2.mp4,41,A337,f,meli,2
14,A220_sar_p_3.mp4,31,A220,m,naro,3
15,A67_mov_v_2.mp4,42,A67,m,meli,2
16,A221_neu_sit1_v.mp4,22,A221,f,naro,0
17,A417_sat_p_2.mp4,16,A417,m,meli,2
18,A405_pri_p_2.mp4,41,A405,f,meli,2
19,A303_pos_sur_p_2.mp4,9,A303,m,meli,2
20,A72_gra_p_3.mp4,7,A72,m,naro,3
21,A67_bor_p_3.mp4,26,A67,m,meli,3
22,A323_env_p_3.mp4,4,A323,f,meli,3
23,A437_rej_v_3.mp4,14,A437,m,naro,3
24,A337_fea_v_3.mp4,10,A337,f,meli,3
25,A417_neu_sit2_v.mp4,22,A417,m,meli,0
26,A435_ele_p_3.mp4,8,A435,m,naro,3
27,A55_ins_p_2.mp4,19,A55,m,meli,2
28,A407_ele_v_3.mp4,8,A407,f,meli,3
29,A407_sex_p_3.mp4,24,A407,f,meli,3
30,A405_hap_p_2.mp4,33,A405,f,meli,2
31,A220_rej_p_2.mp4,14,A220,m,naro,2
32,A227_hop_v_3.mp4,21,A227,f,naro,3
33,A426_neg_sur_v_3.mp4,11,A426,f,naro,3
34,A207_hop_p_2.mp4,21,A207,m,naro,2
35,A337_reg_p_3.mp4,0,A337,f,meli,3
36,A221_conf_p_3.mp4,1,A221,f,naro,3
37,A417_fea_p_3.mp4,10,A417,m,meli,3
38,A405_det_v_3.mp4,2,A405,f,meli,3
39,A64_sad_v_3.mp4,6,A64,m,meli,3
40,A55_sex_p_3.mp4,24,A55,m,meli,3
41,A334_hap_v_2.mp4,33,A334,f,meli,2
42,A205_fea_v_3.mp4,10,A205,f,naro,3
43,A323_nos_p_2.mp4,30,A323,f,meli,2
44,A424_disg_p_2.mp4,35,A424,f,meli,2
45,A332_ten_v_2.mp4,28,A332,f,meli,2
46,A200_exc_p_2.mp4,36,A200,m,naro,2
47,A425_pos_sur_v_3.mp4,9,A425,f,naro,3
48,A417_fea_p_2.mp4,10,A417,m,meli,2
49,A332_neg_sur_v_3.mp4,11,A332,f,meli,3
50,A426_pos_sur_p_3.mp4,9,A426,f,naro,3
51,A332_anx_p_3.mp4,34,A332,f,meli,3
52,A64_pri_p_2.mp4,41,A64,m,meli,2
53,A303_det_v_3.mp4,2,A303,m,meli,3
54,A417_disa_p_3.mp4,37,A417,m,meli,3
55,A102_conf_p_3.mp4,1,A102,f,naro,3
56,A323_dou_p_3.mp4,3,A323,f,meli,3
57,A425_nos_p_2.mp4,30,A425,f,naro,2
58,A55_sar_p_3.mp4,31,A55,m,meli,3
59,A332_det_v_3.mp4,2,A332,f,meli,3
60,A303_reg_p_3.mp4,0,A303,m,meli,3
61,A207_sat_v_3.mp4,16,A207,m,naro,3
62,A55_reg_v_3_ver1.mp4,0,A55,m,meli,3
63,A72_sad_p_2.mp4,6,A72,m,naro,2
64,A426_anx_p_2.mp4,34,A426,f,naro,2
65,A67_disa_p_2.mp4,37,A67,m,meli,2
66,A334_sha_p_3.mp4,43,A334,f,meli,3
67,A424_amu_v_3.mp4,13,A424,f,meli,3
68,A410_awe_v_3.mp4,18,A410,m,meli,3
69,A72_ang_p_2.mp4,12,A72,m,naro,2
70,A405_cont_v_3.mp4,32,A405,f,meli,3
71,A220_hap_v_3.mp4,33,A220,m,naro,3
72,A323_int_v_3.mp4,29,A323,f,meli,3
73,A410_ple_p_2.mp4,23,A410,m,meli,2
74,A438_cont_v_3.mp4,32,A438,m,naro,3
75,A337_mov_v_3.mp4,42,A337,f,meli,3
76,A207_neg_sur_v_3.mp4,11,A207,m,naro,3
77,A337_sex_p_2.mp4,24,A337,f,meli,2
78,A91_amu_v_2.mp4,13,A91,f,naro,2
79,A102_emb_p_2.mp4,39,A102,f,naro,2
80,A438_rej_p_2.mp4,14,A438,m,naro,2
81,A205_reg_p_2.mp4,0,A205,f,naro,2
82,A417_awe_p_3.mp4,18,A417,m,meli,3
83,A72_int_p_3.mp4,29,A72,m,naro,3
84,A405_ten_v_3.mp4,28,A405,f,meli,3
85,A426_emb_v_3.mp4,39,A426,f,naro,3
86,A332_ang_p_3.mp4,12,A332,f,meli,3
87,A334_anx_p_2.mp4,34,A334,f,meli,2
88,A438_det_v_2.mp4,2,A438,m,naro,2
89,A303_amu_p_3.mp4,13,A303,m,meli,3
90,A426_bor_p_2.mp4,26,A426,f,naro,2
91,A64_awe_v_2.mp4,18,A64,m,meli,2
92,A55_sat_p_3.mp4,16,A55,m,meli,3
93,A102_ple_p_3.mp4,23,A102,f,naro,3
94,A437_neu_sit2_v.mp4,22,A437,m,naro,0
95,A303_hap_p_2.mp4,33,A303,m,meli,2
96,A220_pea_v_3.mp4,25,A220,m,naro,3
97,A425_awe_v_2.mp4,18,A425,f,naro,2
98,A91_awe_p_3.mp4,18,A91,f,naro,3
99,A91_dou_v_3.mp4,3,A91,f,naro,3
100,A303_disg_p_3.mp4,35,A303,m,meli,3
101,A207_cont_v_2.mp4,32,A207,m,naro,2
102,A207_emb_p_2.mp4,39,A207,m,naro,2
103,A91_cont_v_3.mp4,32,A91,f,naro,3
104,A334_ins_v_3.mp4,19,A334,f,meli,3
105,A438_conf_v_2.mp4,1,A438,m,naro,2
106,A227_fea_p_3.mp4,10,A227,f,naro,3
107,A102_neg_sur_v_2.mp4,11,A102,f,naro,2
108,A221_sex_p_2.mp4,24,A221,f,naro,2
109,A67_gui_v_2.mp4,40,A67,m,meli,2
110,A64_gra_v_3.mp4,7,A64,m,meli,3
111,A64_sex_p_2.mp4,24,A64,m,meli,2
112,A334_awe_p_3.mp4,18,A334,f,meli,3
113,A55_pri_v_3_ver1.mp4,41,A55,m,meli,3
114,A220_hop_p_2.mp4,21,A220,m,naro,2
115,A405_neg_sur_v_2.mp4,11,A405,f,meli,2
116,A437_disa_p_3.mp4,37,A437,m,naro,3
117,A102_anx_v_2.mp4,34,A102,f,naro,2
118,A425_disg_v_3.mp4,35,A425,f,naro,3
119,A426_hap_p_2.mp4,33,A426,f,naro,2
120,A67_fea_p_2.mp4,10,A67,m,meli,2
121,A220_ple_p_3.mp4,23,A220,m,naro,3
122,A327_ang_v_3.mp4,12,A327,m,meli,3
123,A303_emb_v_3.mp4,39,A303,m,meli,3
124,A200_neg_sur_v_3.mp4,11,A200,m,naro,3
125,A67_adm_v_2.mp4,5,A67,m,meli,2
126,A417_disa_p_2.mp4,37,A417,m,meli,2
127,A55_conf_v_3_ver1.mp4,1,A55,m,meli,3
128,A227_hop_v_2.mp4,21,A227,f,naro,2
129,A334_conf_p_2.mp4,1,A334,f,meli,2
130,A303_bor_v_3.mp4,26,A303,m,meli,3
131,A405_disa_v_3.mp4,37,A405,f,meli,3
132,A220_amu_p_3.mp4,13,A220,m,naro,3
133,A207_cont_p_3.mp4,32,A207,m,naro,3
134,A426_ele_p_2.mp4,8,A426,f,naro,2
135,A334_hop_v_2.mp4,21,A334,f,meli,2
136,A438_awe_p_2.mp4,18,A438,m,naro,2
137,A303_pea_v_2.mp4,25,A303,m,meli,2
138,A323_mov_p_3.mp4,42,A323,f,meli,3
139,A207_gui_v_2.mp4,40,A207,m,naro,2
140,A102_sat_p_2.mp4,16,A102,f,naro,2
141,A332_amu_p_3.mp4,13,A332,f,meli,3
142,A435_pos_sur_v_2.mp4,9,A435,m,naro,2
143,A334_dou_v_3.mp4,3,A334,f,meli,3
144,A200_cont_v_2.mp4,32,A200,m,naro,2
145,A221_sex_p_3.mp4,24,A221,f,naro,3
146,A424_ple_v_3.mp4,23,A424,f,meli,3
147,A437_reg_p_2.mp4,0,A437,m,naro,2
148,A200_dist_p_2.mp4,17,A200,m,naro,2
149,A200_conc_v_3.mp4,27,A200,m,naro,3
150,A327_int_v_3.mp4,29,A327,m,meli,3
151,A437_pea_v_2.mp4,25,A437,m,naro,2
152,A67_gui_p_3.mp4,40,A67,m,meli,3
153,A425_fea_v_2.mp4,10,A425,f,naro,2
154,A200_dou_v_3.mp4,3,A200,m,naro,3
155,A205_sex_v_3.mp4,24,A205,f,naro,3
156,A221_neu_sit3_p.mp4,22,A221,f,naro,0
157,A438_conc_p_3.mp4,27,A438,m,naro,3
158,A407_ten_v_3.mp4,28,A407,f,meli,3
159,A425_conf_p_3.mp4,1,A425,f,naro,3
160,A64_det_p_2.mp4,2,A64,m,meli,2
161,A410_scha_v_2.mp4,15,A410,m,meli,2
162,A407_neu_sit4_v.mp4,22,A407,f,meli,0
163,A207_hop_v_3.mp4,21,A207,m,naro,3
164,A303_neg_sur_p_2.mp4,11,A303,m,meli,2
165,A205_bor_v_2.mp4,26,A205,f,naro,2
166,A55_reg_v_2_ver1.mp4,0,A55,m,meli,2
167,A405_neg_sur_p_3.mp4,11,A405,f,meli,3
168,A425_gra_v_2.mp4,7,A425,f,naro,2
169,A227_sar_p_3.mp4,31,A227,f,naro,3
170,A410_disa_p_3.mp4,37,A410,m,meli,3
171,A438_ang_p_3.mp4,12,A438,m,naro,3
172,A72_neg_sur_p_2.mp4,11,A72,m,naro,2
173,A410_gra_v_2.mp4,7,A410,m,meli,2
174,A102_rel_v_2.mp4,38,A102,f,naro,2
175,A410_reg_v_3.mp4,0,A410,m,meli,3
176,A410_dist_p_2.mp4,17,A410,m,meli,2
177,A405_exc_v_3.mp4,36,A405,f,meli,3
178,A200_sha_v_3.mp4,43,A200,m,naro,3
179,A426_ins_p_3.mp4,19,A426,f,naro,3
180,A334_sar_p_3.mp4,31,A334,f,meli,3
181,A200_rej_v_2.mp4,14,A200,m,naro,2
182,A410_sar_p_3.mp4,31,A410,m,meli,3
183,A407_env_v_3.mp4,4,A407,f,meli,3
184,A227_sat_p_2.mp4,16,A227,f,naro,2
185,A332_ele_v_3.mp4,8,A332,f,meli,3
186,A435_pos_sur_p_3.mp4,9,A435,m,naro,3
187,A55_ang_v_2.mp4,12,A55,m,meli,2
188,A417_awe_p_2.mp4,18,A417,m,meli,2
189,A220_conf_p_2.mp4,1,A220,m,naro,2
190,A407_mov_p_2.mp4,42,A407,f,meli,2
191,A64_neg_sur_v_2.mp4,11,A64,m,meli,2
192,A405_disg_v_3.mp4,35,A405,f,meli,3
193,A438_rel_p_3.mp4,38,A438,m,naro,3
194,A303_ins_v_3.mp4,19,A303,m,meli,3
195,A438_gui_v_2.mp4,40,A438,m,naro,2
196,A334_env_v_2.mp4,4,A334,f,meli,2
197,A64_rel_v_3.mp4,38,A64,m,meli,3
198,A200_bor_v_3.mp4,26,A200,m,naro,3
199,A323_anx_v_2.mp4,34,A323,f,meli,2
200,A205_env_v_3.mp4,4,A205,f,naro,3
201,A334_sad_p_3.mp4,6,A334,f,meli,3
202,A323_pos_sur_p_3.mp4,9,A323,f,meli,3
203,A417_sha_p_3.mp4,43,A417,m,meli,3
204,A220_tri_v_3.mp4,20,A220,m,naro,3
205,A327_mov_p_2.mp4,42,A327,m,meli,2
206,A72_rej_p_3.mp4,14,A72,m,naro,3
207,A221_disa_v_2.mp4,37,A221,f,naro,2
208,A205_neu_sit3_v.mp4,22,A205,f,naro,0
209,A417_exc_v_2.mp4,36,A417,m,meli,2
210,A332_sad_v_2.mp4,6,A332,f,meli,2
211,A55_pea_v_2_ver1.mp4,25,A55,m,meli,2
212,A407_neg_sur_v_2.mp4,11,A407,f,meli,2
213,A91_rej_p_2.mp4,14,A91,f,naro,2
214,A200_env_p_3.mp4,4,A200,m,naro,3
215,A407_fea_v_3.mp4,10,A407,f,meli,3
216,A405_int_v_2.mp4,29,A405,f,meli,2
217,A435_adm_v_3.mp4,5,A435,m,naro,3
218,A207_disg_v_3.mp4,35,A207,m,naro,3
219,A332_gui_p_2.mp4,40,A332,f,meli,2
220,A410_awe_p_2.mp4,18,A410,m,meli,2
221,A332_env_p_2.mp4,4,A332,f,meli,2
222,A72_bor_v_3.mp4,26,A72,m,naro,3
223,A67_dist_p_3.mp4,17,A67,m,meli,3
224,A424_pos_sur_v_2.mp4,9,A424,f,meli,2
225,A334_emb_v_2.mp4,39,A334,f,meli,2
226,A67_exc_v_2.mp4,36,A67,m,meli,2
227,A55_neu_p_sit4.mp4,22,A55,m,meli,0
228,A426_ele_p_3.mp4,8,A426,f,naro,3
229,A227_ten_p_2.mp4,28,A227,f,naro,2
230,A323_rej_v_2.mp4,14,A323,f,meli,2
231,A55_pri_v_2_ver1.mp4,41,A55,m,meli,2
232,A102_dist_p_3.mp4,17,A102,f,naro,3
233,A200_fea_v_2.mp4,10,A200,m,naro,2
234,A207_hap_p_3.mp4,33,A207,m,naro,3
235,A220_hap_p_2.mp4,33,A220,m,naro,2
236,A91_neg_sur_p_2.mp4,11,A91,f,naro,2
237,A221_neu_sit1_p.mp4,22,A221,f,naro,0
238,A438_gra_v_3.mp4,7,A438,m,naro,3
239,A327_pea_p_2.mp4,25,A327,m,meli,2
240,A327_neu_sit1_p.mp4,22,A327,m,meli,0
241,A426_sar_p_3.mp4,31,A426,f,naro,3
242,A417_bor_v_3.mp4,26,A417,m,meli,3
243,A337_ins_p_3.mp4,19,A337,f,meli,3
244,A410_hop_p_3.mp4,21,A410,m,meli,3
245,A332_neu_sit3_p.mp4,22,A332,f,meli,0
246,A332_neu_sit4_v.mp4,22,A332,f,meli,0
247,A407_dou_v_3.mp4,3,A407,f,meli,3
248,A426_scha_v_3.mp4,15,A426,f,naro,3
249,A438_gra_p_2.mp4,7,A438,m,naro,2
250,A200_neg_sur_p_3.mp4,11,A200,m,naro,3
251,A425_sex_v_3.mp4,24,A425,f,naro,3
252,A327_disg_v_2.mp4,35,A327,m,meli,2
253,A327_cont_p_3.mp4,32,A327,m,meli,3
254,A437_hop_p_2.mp4,21,A437,m,naro,2
255,A220_emb_p_3.mp4,39,A220,m,naro,3
256,A435_nos_v_2.mp4,30,A435,m,naro,2
257,A334_int_v_2.mp4,29,A334,f,meli,2
258,A207_hap_v_3.mp4,33,A207,m,naro,3
259,A438_env_v_3.mp4,4,A438,m,naro,3
260,A417_mov_p_2.mp4,42,A417,m,meli,2
261,A437_rej_v_2.mp4,14,A437,m,naro,2
262,A337_ins_v_3.mp4,19,A337,f,meli,3
263,A67_ang_p_2.mp4,12,A67,m,meli,2
264,A337_int_p_2.mp4,29,A337,f,meli,2
265,A437_disa_v_3.mp4,37,A437,m,naro,3
266,A410_hap_p_3.mp4,33,A410,m,meli,3
267,A91_cont_p_2.mp4,32,A91,f,naro,2
268,A220_conf_v_3.mp4,1,A220,m,naro,3
269,A221_awe_v_2.mp4,18,A221,f,naro,2
270,A426_rej_v_2.mp4,14,A426,f,naro,2
271,A55_pri_p_2.mp4,41,A55,m,meli,2
272,A227_anx_v_3.mp4,34,A227,f,naro,3
273,A410_sha_v_2.mp4,43,A410,m,meli,2
274,A102_neu_sit3_p.mp4,22,A102,f,naro,0
275,A407_int_v_2.mp4,29,A407,f,meli,2
276,A410_gra_p_3.mp4,7,A410,m,meli,3
277,A410_tri_v_3.mp4,20,A410,m,meli,3
278,A102_adm_v_3.mp4,5,A102,f,naro,3
279,A435_rej_p_2.mp4,14,A435,m,naro,2
280,A91_hap_v_3.mp4,33,A91,f,naro,3
281,A220_pri_p_3.mp4,41,A220,m,naro,3
282,A437_ple_v_2.mp4,23,A437,m,naro,2
283,A91_exc_v_3.mp4,36,A91,f,naro,3
284,A91_sex_p_2.mp4,24,A91,f,naro,2
285,A437_neu_sit2_p.mp4,22,A437,m,naro,0
286,A205_ple_v_2.mp4,23,A205,f,naro,2
287,A205_sar_p_3.mp4,31,A205,f,naro,3
288,A425_nos_v_2.mp4,30,A425,f,naro,2
289,A200_mov_p_3.mp4,42,A200,m,naro,3
290,A64_neu_sit1_v.mp4,22,A64,m,meli,0
291,A438_awe_v_2.mp4,18,A438,m,naro,2
292,A424_det_p_3.mp4,2,A424,f,meli,3
293,A102_conc_v_2.mp4,27,A102,f,naro,2
294,A426_scha_v_2.mp4,15,A426,f,naro,2
295,A64_pea_p_3.mp4,25,A64,m,meli,3
296,A407_sha_v_2.mp4,43,A407,f,meli,2
297,A205_rel_p_2.mp4,38,A205,f,naro,2
298,A205_hap_p_3.mp4,33,A205,f,naro,3
299,A410_pos_sur_v_3.mp4,9,A410,m,meli,3
300,A323_rel_p_2.mp4,38,A323,f,meli,2
301,A200_bor_p_3.mp4,26,A200,m,naro,3
302,A337_disg_v_2.mp4,35,A337,f,meli,2
303,A207_gra_v_3.mp4,7,A207,m,naro,3
304,A200_ins_v_2.mp4,19,A200,m,naro,2
305,A72_pos_sur_v_2.mp4,9,A72,m,naro,2
306,A410_disg_v_3.mp4,35,A410,m,meli,3
307,A102_gui_p_2.mp4,40,A102,f,naro,2
308,A205_disa_p_2.mp4,37,A205,f,naro,2
309,A424_sex_p_3.mp4,24,A424,f,meli,3
310,A425_gra_p_2.mp4,7,A425,f,naro,2
311,A227_dou_v_3.mp4,3,A227,f,naro,3
312,A417_cont_v_3.mp4,32,A417,m,meli,3
313,A227_ang_p_3.mp4,12,A227,f,naro,3
314,A205_ele_v_3.mp4,8,A205,f,naro,3
315,A303_scha_v_3.mp4,15,A303,m,meli,3
316,A303_dist_p_2.mp4,17,A303,m,meli,2
317,A205_adm_p_3.mp4,5,A205,f,naro,3
318,A91_dist_p_2.mp4,17,A91,f,naro,2
319,A205_neu_sit2_v.mp4,22,A205,f,naro,0
320,A327_sar_v_3.mp4,31,A327,m,meli,3
321,A410_neg_sur_v_3.mp4,11,A410,m,meli,3
322,A200_ele_v_2.mp4,8,A200,m,naro,2
323,A91_sar_p_3.mp4,31,A91,f,naro,3
324,A417_sex_p_3.mp4,24,A417,m,meli,3
325,A303_sat_v_3.mp4,16,A303,m,meli,3
326,A407_disa_p_3.mp4,37,A407,f,meli,3
327,A332_awe_v_2.mp4,18,A332,f,meli,2
328,A207_amu_p_3.mp4,13,A207,m,naro,3
329,A303_adm_v_2.mp4,5,A303,m,meli,2
330,A102_cont_p_3.mp4,32,A102,f,naro,3
331,A207_scha_v_3.mp4,15,A207,m,naro,3
332,A417_scha_v_2.mp4,15,A417,m,meli,2
333,A405_rel_p_2.mp4,38,A405,f,meli,2
334,A334_bor_v_2.mp4,26,A334,f,meli,2
335,A410_int_p_3.mp4,29,A410,m,meli,3
336,A327_emb_p_3.mp4,39,A327,m,meli,3
337,A410_pos_sur_p_2.mp4,9,A410,m,meli,2
338,A200_pri_p_2.mp4,41,A200,m,naro,2
339,A220_mov_v_2.mp4,42,A220,m,naro,2
340,A102_gra_v_2.mp4,7,A102,f,naro,2
341,A438_disa_v_3.mp4,37,A438,m,naro,3
342,A405_conc_p_3.mp4,27,A405,f,meli,3
343,A200_nos_v_3.mp4,30,A200,m,naro,3
344,A64_reg_v_2.mp4,0,A64,m,meli,2
345,A332_pea_v_3.mp4,25,A332,f,meli,3
346,A327_int_v_2.mp4,29,A327,m,meli,2
347,A426_sad_p_3.mp4,6,A426,f,naro,3
348,A64_ins_p_2.mp4,19,A64,m,meli,2
349,A425_pri_p_3.mp4,41,A425,f,naro,3
350,A303_conc_p_2.mp4,27,A303,m,meli,2
351,A205_mov_p_2.mp4,42,A205,f,naro,2
352,A205_adm_p_2.mp4,5,A205,f,naro,2
353,A64_ten_p_2.mp4,28,A64,m,meli,2
354,A437_hap_p_2.mp4,33,A437,m,naro,2
355,A221_ele_v_2.mp4,8,A221,f,naro,2
356,A405_gui_p_2.mp4,40,A405,f,meli,2
357,A227_adm_v_3.mp4,5,A227,f,naro,3
358,A205_mov_v_3.mp4,42,A205,f,naro,3
359,A227_sad_v_3.mp4,6,A227,f,naro,3
360,A424_ins_p_3.mp4,19,A424,f,meli,3
361,A200_hap_v_2.mp4,33,A200,m,naro,2
362,A417_sar_p_3.mp4,31,A417,m,meli,3
363,A64_env_v_2.mp4,4,A64,m,meli,2
364,A64_pri_v_3.mp4,41,A64,m,meli,3
365,A407_env_v_2.mp4,4,A407,f,meli,2
366,A435_bor_v_3.mp4,26,A435,m,naro,3
367,A207_ang_p_2.mp4,12,A207,m,naro,2
368,A221_neg_sur_p_3.mp4,11,A221,f,naro,3
369,A91_gui_v_2.mp4,40,A91,f,naro,2
370,A417_emb_v_2.mp4,39,A417,m,meli,2
371,A425_fea_v_3.mp4,10,A425,f,naro,3
372,A407_tri_p_2.mp4,20,A407,f,meli,2
373,A55_awe_p_2.mp4,18,A55,m,meli,2
374,A227_bor_p_3.mp4,26,A227,f,naro,3
375,A334_neu_sit4_p.mp4,22,A334,f,meli,0
376,A327_ten_p_3.mp4,28,A327,m,meli,3
377,A207_adm_p_2.mp4,5,A207,m,naro,2
378,A426_adm_p_2.mp4,5,A426,f,naro,2
379,A200_sad_v_2.mp4,6,A200,m,naro,2
380,A323_adm_v_2.mp4,5,A323,f,meli,2
381,A205_neu_sit4_p.mp4,22,A205,f,naro,0
382,A425_fea_p_2.mp4,10,A425,f,naro,2
383,A417_ins_p_3.mp4,19,A417,m,meli,3
384,A417_neu_sit3_p.mp4,22,A417,m,meli,0
385,A72_neu_sit3_p.mp4,22,A72,m,naro,0
386,A426_conc_p_3.mp4,27,A426,f,naro,3
387,A410_sad_v_2.mp4,6,A410,m,meli,2
388,A424_neu_sit1_v.mp4,22,A424,f,meli,0
389,A72_fea_p_3.mp4,10,A72,m,naro,3
390,A55_ple_p_2.mp4,23,A55,m,meli,2
391,A334_disg_v_2.mp4,35,A334,f,meli,2
392,A207_neu_sit1_v.mp4,22,A207,m,naro,0
393,A207_dist_p_3.mp4,17,A207,m,naro,3
394,A435_pri_v_3.mp4,41,A435,m,naro,3
395,A227_pri_p_3.mp4,41,A227,f,naro,3
396,A410_sha_p_3.mp4,43,A410,m,meli,3
397,A67_nos_v_3.mp4,30,A67,m,meli,3
398,A407_sar_p_2.mp4,31,A407,f,meli,2
399,A64_gra_v_2.mp4,7,A64,m,meli,2
400,A205_neu_sit4_v.mp4,22,A205,f,naro,0
401,A407_fea_p_2.mp4,10,A407,f,meli,2
402,A102_int_v_2.mp4,29,A102,f,naro,2
403,A410_fea_p_3.mp4,10,A410,m,meli,3
404,A102_exc_v_2.mp4,36,A102,f,naro,2
405,A91_emb_v_2.mp4,39,A91,f,naro,2
406,A438_conf_v_3.mp4,1,A438,m,naro,3
407,A102_ang_p_3.mp4,12,A102,f,naro,3
408,A303_sad_p_2.mp4,6,A303,m,meli,2
409,A227_sha_v_2.mp4,43,A227,f,naro,2
410,A426_det_v_2.mp4,2,A426,f,naro,2
411,A426_awe_v_3.mp4,18,A426,f,naro,3
412,A425_dou_v_3.mp4,3,A425,f,naro,3
413,A337_amu_v_2.mp4,13,A337,f,meli,2
414,A334_dist_v_3.mp4,17,A334,f,meli,3
415,A410_conf_p_3.mp4,1,A410,m,meli,3
416,A410_ang_v_3.mp4,12,A410,m,meli,3
417,A337_env_v_2.mp4,4,A337,f,meli,2
418,A327_env_v_3.mp4,4,A327,m,meli,3
419,A327_ins_p_2.mp4,19,A327,m,meli,2
420,A221_sat_p_2.mp4,16,A221,f,naro,2
421,A327_anx_v_2.mp4,34,A327,m,meli,2
422,A303_env_v_3.mp4,4,A303,m,meli,3
423,A91_conf_v_2.mp4,1,A91,f,naro,2
424,A438_bor_v_3.mp4,26,A438,m,naro,3
425,A337_ins_v_2.mp4,19,A337,f,meli,2
426,A410_mov_v_2.mp4,42,A410,m,meli,2
427,A220_rej_v_3.mp4,14,A220,m,naro,3
428,A205_int_p_3.mp4,29,A205,f,naro,3
429,A435_ang_v_3.mp4,12,A435,m,naro,3
430,A334_ten_v_3.mp4,28,A334,f,meli,3
431,A200_gra_p_2.mp4,7,A200,m,naro,2
432,A221_adm_p_3.mp4,5,A221,f,naro,3
433,A64_sat_v_3.mp4,16,A64,m,meli,3
434,A405_hap_p_3.mp4,33,A405,f,meli,3
435,A220_tri_p_2.mp4,20,A220,m,naro,2
436,A438_conf_p_2.mp4,1,A438,m,naro,2
437,A221_nos_p_2.mp4,30,A221,f,naro,2
438,A417_rel_p_3.mp4,38,A417,m,meli,3
439,A67_sat_p_3.mp4,16,A67,m,meli,3
440,A207_pri_p_2.mp4,41,A207,m,naro,2
441,A435_disg_v_3.mp4,35,A435,m,naro,3
442,A205_tri_v_2.mp4,20,A205,f,naro,2
443,A91_sat_v_3.mp4,16,A91,f,naro,3
444,A438_cont_p_3.mp4,32,A438,m,naro,3
445,A435_hop_v_2.mp4,21,A435,m,naro,2
446,A410_sex_v_2.mp4,24,A410,m,meli,2
447,A91_sad_v_3.mp4,6,A91,f,naro,3
448,A327_neu_sit2_v.mp4,22,A327,m,meli,0
449,A437_scha_v_3.mp4,15,A437,m,naro,3
450,A91_pea_p_2.mp4,25,A91,f,naro,2
451,A410_adm_p_3.mp4,5,A410,m,meli,3
452,A227_neu_sit3_v.mp4,22,A227,f,naro,0
453,A410_rel_v_2.mp4,38,A410,m,meli,2
454,A337_sha_v_3.mp4,43,A337,f,meli,3
455,A332_scha_v_3.mp4,15,A332,f,meli,3
456,A410_env_p_2.mp4,4,A410,m,meli,2
457,A102_pea_p_2.mp4,25,A102,f,naro,2
458,A67_anx_p_2.mp4,34,A67,m,meli,2
459,A227_neg_sur_p_2.mp4,11,A227,f,naro,2
460,A102_disa_p_3.mp4,37,A102,f,naro,3
461,A332_bor_v_2.mp4,26,A332,f,meli,2
462,A64_rej_v_2.mp4,14,A64,m,meli,2
463,A205_bor_p_2.mp4,26,A205,f,naro,2
464,A200_sat_p_3.mp4,16,A200,m,naro,3
465,A102_disg_v_2.mp4,35,A102,f,naro,2
466,A410_anx_v_2.mp4,34,A410,m,meli,2
467,A207_hop_v_2.mp4,21,A207,m,naro,2
468,A227_neu_sit2_p.mp4,22,A227,f,naro,0
469,A438_adm_p_3.mp4,5,A438,m,naro,3
470,A102_awe_v_3.mp4,18,A102,f,naro,3
471,A303_awe_v_2.mp4,18,A303,m,meli,2
472,A227_neu_sit2_v.mp4,22,A227,f,naro,0
473,A407_scha_p_2.mp4,15,A407,f,meli,2
474,A334_adm_v_3.mp4,5,A334,f,meli,3
475,A64_sad_v_2.mp4,6,A64,m,meli,2
476,A426_gra_p_3.mp4,7,A426,f,naro,3
477,A207_rej_v_3.mp4,14,A207,m,naro,3
478,A327_env_p_3.mp4,4,A327,m,meli,3
479,A407_pos_sur_v_3.mp4,9,A407,f,meli,3
480,A55_neu_v_sit2.mp4,22,A55,m,meli,0
481,A417_dou_p_2.mp4,3,A417,m,meli,2
482,A435_ins_v_2.mp4,19,A435,m,naro,2
483,A323_neg_sur_p_3.mp4,11,A323,f,meli,3
484,A405_conf_v_2.mp4,1,A405,f,meli,2
485,A323_sex_v_2.mp4,24,A323,f,meli,2
486,A205_disg_p_2.mp4,35,A205,f,naro,2
487,A435_neg_sur_v_3.mp4,11,A435,m,naro,3
488,A407_disg_p_2.mp4,35,A407,f,meli,2
489,A303_ple_p_3.mp4,23,A303,m,meli,3
490,A205_hap_v_3.mp4,33,A205,f,naro,3
491,A200_emb_v_2.mp4,39,A200,m,naro,2
492,A332_ang_v_3.mp4,12,A332,f,meli,3
493,A337_rel_p_2.mp4,38,A337,f,meli,2
